SIZE_HA	FIRE_DATE	FEAT_AREA	FEAT_LEN
588.6	19300813	5886142.43	13219.0285
1	19300820	10103.6776	378.9011
0.7	19300820	7377.0158	332.041
1	19300820	10023.6651	401.3272
1.2	19300820	12568.8138	445.6445
1	19300820	10506.1506	406.0986
2	19300820	20385.8373	543.9349
226.7	19240512	2267739.603	6797.5263
71.4	19230818	714930.959	3559.5478
319.4	19220710	3194041.732	7537.574
81.8	19260907	818129.7442	4359.6562
276.3	19260911	2763417.724	6743.7003
9	19300901	90468.1031	1301.1616
19.6	19230909	196598.7027	1815.6869
69.5	19200817	695622.1332	3741.0244
85.1	19260927	851611.6532	3363.3821
121.1	19260921	1211520.358	5993.6917
43.7	19220519	437961.6701	2560.902
88.4	19240909	884891.591	3750.7098
38.7	19240917	387288.8949	2363.0266
37.8	19190823	378195.3368	3711.5247
41.6	19250814	416296.3702	2358.4058
164.9	19251005	1649747.281	9106.6093
24.9	19251011	249213.5426	2072.6465
30.5	19251019	305235.9801	2520.5121
14.3	19251015	143206.8219	1661.3706
270	19300514	2700952.599	11257.9976
136.7	19300514	1367558.944	5343.0234
119.6	19300514	1196133.378	4565.2882
55.2	19240730	552338.6819	2675.2407
18.5	19240802	185867.5637	1678.2049
1119.5	19280728	11195633.84	12731.917
459.8	19300916	4598967.868	11337.7415
91.2	19300921	912280.8947	10289.3096
15.8	19300917	158062.7778	1576.4092
160.1	19250819	1601090.919	6092.2951
10.1	19300917	101107.9831	1710.9477
14.7	19230919	147674.7135	1534.2686
259.1	19250902	2591755.729	6831.6413
33.1	19251012	331991.5487	2139.5892
13.1	19251003	131556.3471	1391.2495
31.4	19251003	314506.5554	2197.5575
36.5	19250915	365149.9977	4048.4828
62.3	19220824	623111.6657	3439.3069
7.3	19250918	73089.483	1072.3757
140	19250928	1400108.662	6459.0339
28.9	19250918	289418.019	2192.4018
32	19220913	320563.4262	2330.3087
33	19260819	330544.1055	2228.5258
82.8	19240625	828599.2622	6965.2954
3.4	19240625	34798.2459	723.9292
6.3	20070516	63890.9163	940.5651
210	19250915	2100550.308	6568.4946
98.1	19220616	981570.4594	3605.0489
461.2	19230406	4612425.504	14806.2786
127	19200805	1270051.182	5553.1733
244.5	19200809	2445021.742	9091.7345
20	19251011	200972.4473	1777.6933
23.2	19220914	232106.6974	1926.2676
24.5	19230415	245661.542	2052.0301
33.8	19240528	338976.8033	2360.6098
11.2	19290911	112736.5349	1513.792
5.4	19290911	54741.4231	912.589
5.6	19290911	56824.1741	896.4437
30.3	19290911	303778.7674	2451.2581
254.4	19250831	2544014.746	6067.4266
536	19250831	5360177.104	13183.4827
269.4	19250831	2694970.65	8032.5482
0.4	19270619	4187.8616	291.653
10.9	19240625	109776.3866	1204.9896
133.3	19280928	1333545.517	4427.6276
565.4	19220705	5654532.44	8740.3186
574.9	20070516	5749768.831	11568.3678
222.3	19220815	2223604.689	5427.24
3978.3	19280518	39783757.33	44438.7926
216.2	19280923	2162559.034	5523.8988
43.9	20070516	439566.8895	2946.2532
314.5	19200809	3145546.853	9798.111
79.6	19280802	796930.133	4908.3439
301.4	19260812	3014615.038	7484.1285
698.6	19190802	6986889.673	12378.0981
13.4	19240720	134971.6118	1385.908
32.3	19250822	323599.8343	2066.6833
128	19220619	1280790.016	5009.4788
26.1	19260714	261401.0628	1989.5313
872.2	19190818	8722849.838	15326.2936
1388.3	19290824	13883732.38	26218.8731
259	19200803	2590323.134	6098.4442
356.8	19200806	3568517.261	9595.0188
525.9	19190727	5259162.797	8729.07
11203.1	19290823	112031012.5	66033.4228
169.4	20070516	1694904.458	5326.8286
8.3	19240809	83492.5152	1108.1858
12	19240518	120411.4147	1309.8551
402.1	19260806	4021303.887	7652.6621
201.8	19260811	2018040.263	6159.0577
6.3	19260813	63582.679	960.1466
250.9	19220822	2509215.797	6502.4802
44.6	19220806	446525.1953	2980.5375
92.7	19240522	927509.6431	4215.364
229.1	19250927	2291806.337	6805.855
74.2	19220801	742994.1489	3791.984
1.8	19250624	18400.0748	560.5138
1018.7	19230817	10187158.97	13341.1909
535	19300824	5350425.56	9243.0196
301.4	19300824	3014510.361	7140.7668
0.2	19190819	2709.8782	205.5615
22.7	19290830	227883.113	1949.8486
295.8	19290830	2958804.22	9943.5885
569.6	19220718	5696638.078	11858.4377
210.4	19300714	2104186.518	8484.1437
6.8	19260329	68288.0557	1041.4441
14.7	19260329	147933.7253	1443.8922
59.7	19260329	597668.387	4006.2751
0.1	19220720	1290.2488	171.5781
177	19260709	1770063.725	5174.1579
132.5	19260712	1325132.07	5088.9264
138.4	19220729	1384671.673	7416.6047
77.8	19240628	778828.0685	3426.3279
11.3	20070516	113043.7154	1239.7578
1886.7	19300829	18867055.77	24593.9545
50	19240726	500594.2819	2738.2566
76.2	19240729	762101.6549	4688.061
192.7	19280802	1927000.419	8435.145
314.1	19190811	3141628.471	10885.832
24.5	19250909	245965.6163	2717.4795
60.1	19220705	601191.6885	3516.2709
98.3	19240724	983878.1312	4786.5865
7.2	19240729	72878.3318	1032.0005
85	19220721	850133.6128	3503.3362
98.2	19250817	982518.0387	4331.7443
960.8	19240801	9608859.878	11899.1396
106	19220529	1060417.571	5675.5401
742.3	19240805	7423942.911	11096.4162
5.9	19300514	59914.8078	884.3845
1923.1	19260903	19231896.54	20197.5248
2675.4	19250812	26754323.21	24776.3691
263.9	19220822	2639393.134	11412.0288
43.6	19290425	436543.9449	3188.716
14.4	19240429	144364.4846	1998.5942
38.6	19230723	386721.0216	2428.5397
993.7	19200731	9937369.499	19221.4901
246.4	19200801	2464794.245	5746.367
829.6	19200802	8296639.578	12216.8412
46.4	19280617	464129.3287	2696.3112
173.5	19290604	1735274.211	5827.239
1674.3	19220625	16743089.83	26654.7495
102.6	19250731	1026817.396	7175.2435
74.5	19250725	745787.2915	3524.135
6.9	19230405	69245.5298	992.5976
12.5	19240809	125174.7481	1290.4899
60.6	19240808	606892.0822	2869.1399
35	19220809	350585.7381	2430.9935
10.2	19300828	102481.0804	1198.5373
19.4	19210529	194685.0985	1723.037
39.9	19300513	399605.8297	2425.2464
103.7	19200715	1037952.825	4714.0162
101.8	19240510	1018215.471	5000.934
6.5	19240804	65471.8625	1517.2589
295.8	19220901	2958246.856	9621.8449
325.4	19300503	3254402.806	7341.9732
427.7	19300507	4277095.354	9314.1457
532.8	19300428	5328772.941	9133.599
407.6	19200802	4076654.363	11106.1396
66.7	19200607	667271.5542	3295.6123
2600.9	19200801	26009695.32	22449.5664
75	19200803	750625.9997	3128.1363
13046.6	19200816	130466383.3	91630.9465
110.3	19200809	1103101.989	4375.9698
54.5	19260510	545058.8805	3450.6531
88.4	19270811	884612.3744	3951.1793
15.9	19260707	159882.6238	1653.7405
449.1	19200804	4491798.502	13035.3638
43.9	19260719	439328.1584	2732.6805
28.9	19200812	289432.1747	2052.2269
82.1	19230803	821679.9283	3914.7336
20.2	19250722	202161.3165	1721.111
69.1	19220801	691522.7277	3258.6864
49.9	19260512	499407.1369	4163.6027
65.3	19290507	653490.1465	3278.5232
48	19300515	480247.8139	2583.2326
25.1	19240514	251408.206	1985.2892
76	19250514	760776.4089	3950.9713
10.8	19280509	108656.1049	1403.1998
4777	19220805	47770622.64	26426.2541
57.2	19200712	572106.5322	5349.8508
53.2	19190810	532794.9575	3488.2858
1380.8	19260707	13808350.68	21942.8911
18.1	19290730	181657.5145	1698.2203
3565.7	19300713	35657206.16	53006.9213
128.6	19300730	1286527.053	4633.9195
451.2	19250806	4512641.164	9290.1693
496.9	19230801	4969032.545	14741.2176
186	19230818	1860263.153	5209.7432
15.1	19230704	151922.1492	1432.4083
241.3	19300823	2413003.934	7966.2229
15.2	19280826	152494.597	2344.344
33.6	19220717	336472.0873	2545.7754
320.6	19250506	3206778.681	8511.9724
30	19280623	300684.2941	2126.0893
499.7	19240517	4997648.521	8486.3314
1074.6	19270723	10746107.57	18892.5946
31.3	19240514	313448.2281	2690.8352
56.4	19300723	564387.05	3737.3607
21.9	19190728	219173.4518	1817.1527
55.9	19240618	559372.4114	3422.7033
71.7	19240618	717121.5071	3812.4901
1264.2	19190811	12642403.87	18150.0054
24.5	20070516	245954.9102	3038.8556
1061.1	19190819	10611323.68	20358.9557
240.6	19200807	2406967.145	10875.7699
377.2	19240726	3772383.43	11864.4316
0.2	19260707	2575.1089	209.6248
82.2	19190828	822615.1339	3556.0687
205.8	19230918	2058631.427	6602.1213
54.3	19220726	543543.4389	3170.777
188.8	20070516	1888760.423	7199.2454
109.5	19220812	1095771.702	4902.957
44.7	19251016	447882.253	2591.7776
627.4	19220530	6274197.341	12464.9313
6.5	19270515	65269.9649	961.5952
294	19220530	2940316.027	7065.9491
120.3	19240512	1203799.902	4258.8552
25.1	19230802	251215.3201	2399.3088
34.6	19300704	346688.7333	2847.0348
949.5	19270805	9495496.729	12365.8995
105.9	19240618	1059025.646	5019.2564
7.5	19240618	75428.7302	1221.9351
39.9	19280810	399961.1792	3711.9011
102.7	19200812	1027121.742	4712.4515
278.8	19260706	2788502.666	7655.7167
20	19300713	200418.8507	1660.5253
449.9	19260706	4499569.896	8749.802
22.7	19280820	227649.4398	2379.9229
32.4	19270921	324684.5256	2457.3963
45.9	19220706	459004.3543	4007.8168
59.1	19220708	591891.6649	4122.7979
183	19220609	1830147.187	7023.9141
80.6	19220625	806282.4891	4428.0858
69	19220625	690156.261	5475.9262
0.4	19250624	4417.6576	297.101
21	19280804	210116.9283	1701.8634
6.2	19270816	62291.0767	918.2699
29.5	19230726	295446.5861	2839.2576
27.8	19300807	278682.2671	2327.5355
32.2	19250722	322221.5986	2316.8498
45.4	19220621	454991.4951	3075.179
69.7	19290509	697594.5737	4133.9608
150.1	19220610	1501126.282	5235.1576
89.8	19230823	898007.2139	5489.7255
405.4	19300610	4054465.953	9628.4027
13.1	19240518	131656.9911	1325.2644
291.4	19290902	2914734.433	7705.9659
4.5	19290905	44995.5332	898.1561
143.1	19290912	1431084.439	5981.9371
18.6	19260911	186040.8863	1849.6385
52.4	19280907	524339.862	4235.9935
12.8	19240503	128278.7003	1688.6553
759.6	19300809	7596019.558	12731.6833
279.2	19250810	2792509.424	9464.348
181.6	19280901	1816598.41	5304.1516
364.2	19220529	3642200.858	13177.9274
62.9	19220701	629880.4835	3798.4174
220.9	19230415	2209361.098	7272.3346
116.4	19220628	1164947.226	5120.9828
67.5	19230606	675289.062	3181.5742
31.8	19280823	318787.0125	2181.6655
28.1	19200613	281091.0611	2336.6032
36.1	19220610	361948.6744	2402.1781
29	19250508	290383.4618	1956.5029
134.3	19250623	1343100.022	5608.3126
1739.7	19230930	17397158.72	16255.2695
258.8	20070516	2588894.847	8771.8396
58.4	19220527	584385.312	3043.5569
506.7	19220527	5067248.096	8915.9468
514.9	19190801	5149338.339	9748.6778
25.9	19290930	259063.2837	2278.7137
22.1	19250511	221566.106	1888.638
8.9	19250920	89390.7616	1107.7519
8.3	19250924	83040.7725	1218.9611
2493.2	19280725	24932286.15	30960.1383
430.9	19220610	4309902.897	9949.9316
103.9	19200602	1039412.211	4250.1026
12.7	19240815	127404.7017	1331.8568
28.6	19250509	286842.8811	2625.1283
37.7	19230506	377420.7352	2380.4645
41.1	19220701	411056.6334	3535.6989
59.4	19280910	594562.3325	3147.1833
15	19280928	150540.5317	2241.1335
32.9	19220707	329264.3751	2762.118
183	19280513	1830042.443	6127.9127
59.4	19220713	594584.554	2815.889
59.9	19250819	599266.9399	4161.9158
22.6	19230914	226994.162	2163.8133
24.9	19300710	249725.1119	2928.6603
37.4	19300710	374340.3452	2906.7609
30.4	19300514	304507.0805	2458.5696
0.3	19300514	3396.2181	486.5833
16.6	19300812	166839.0709	1683.1774
17.2	19230626	172187.9582	1847.0266
37	19250916	370444.8473	2422.3567
51.7	19250927	517180.106	3055.527
93.3	19251004	933133.9593	3932.3143
47.4	19251014	474202.8357	2857.0565
29.6	19251014	296790.8806	2291.0347
49.5	19220821	495359.5161	3069.582
35.2	19270921	352247.8108	2895.2407
47.4	19220705	474789.7303	3163.1777
49.7	19300421	497325.8961	4323.5871
20.2	19240511	202562.2695	2991.146
41.8	19250518	418392.5674	3418.0257
137.7	19240511	1377141.008	4986.2546
25.5	19280513	255359.9502	2107.6346
72.8	19240513	728827.9742	3250.5573
91.7	19220729	917798.05	3496.9724
77	19240514	770464.1054	4902.6129
65.3	19240511	653119.0657	3079.0923
40.3	19230514	403693.8084	2655.7528
7.2	19240516	72677.6453	1035.9574
68.8	19300514	688181.9972	3341.526
33	19240520	330322.1525	2189.9719
37.7	19290521	377808.5734	2666.9897
886.2	19240609	8862518.826	17062.0487
13.9	19230715	139343.4322	1477.4075
53.9	19270819	539892.0812	2749.9968
3.3	19230720	33157.4392	746.3409
7.8	19300512	78040.3305	1062.0622
20.9	19251014	209488.7499	1929.3371
62.3	19251014	623280.7908	3591.9968
6.7	19240602	67146.9273	991.1515
8.7	19260712	87894.9633	1149.8411
75	19220620	750887.5164	4099.7774
76.3	19190713	763702.9305	4318.7796
46.6	19210803	466252.3716	2952.8042
10.4	19190823	104252.9882	1240.4514
192	19240514	1920176.104	7292.9542
65.2	19240515	652545.7163	4800.9293
254.5	19280623	2545988.327	6661.616
40.6	19240524	406447.6942	2859.8201
12.1	19240524	121519.5151	1401.692
198.4	19230606	1984499.08	5613.2582
2.2	19230527	22471.1793	1118.9629
77.4	19230527	774147.4958	3677.7843
4.4	19231011	44299.9228	858.1673
4.6	19240525	46547.5654	804.5026
39.8	19230509	398518.0422	3230.8919
482.3	19220624	4823719.098	13988.8464
53.9	19250509	539641.0022	2963.975
360	19280811	3600022.957	9475.4324
152.3	19290814	1523039.946	5716.2325
72.3	19300810	723156.7351	3223.6291
36.8	19300806	368046.0205	2722.7105
5.3	19200808	53396.9596	1070.5353
359.4	19190826	3594506.62	7973.8157
441.5	19240810	4415465.039	8362.9807
12	19260908	120301.6725	1581.1228
20.4	19280907	204907.9902	2020.7313
60.3	19260810	603968.1524	3914.2972
72.1	19240506	721718.2002	3383.2472
371.4	19300710	3714912.056	8547.3071
19.9	19280802	199346.1638	1744.0716
3.9	19280520	39118.4156	1021.7454
1	19280520	10377.5336	408.5778
0.7	19280520	7223.9493	353.6169
2.5	19280520	25209.7283	766.674
10	19280520	100806.6514	2060.7231
0.8	19300813	8891.4028	381.5919
0.7	19300813	7416.7886	318.3256
0.7	19300813	7428.7415	330.8698
166.9	19300813	1669567.56	6135.1545
2473.2	19280827	24732247.09	25420.6134
4706	19220610	47060323.73	28796.9122
428.1	19300513	4281204.544	11650.2293
46.8	19290807	468251.4583	2604.7758
286.6	19200823	2866848.604	7060.8563
504.2	19290812	5042391.293	14171.3899
148.4	19200827	1484641.326	4565.8361
29	19210618	290580.2913	2685.5831
540.3	19290421	5403564.157	10935.745
814.7	19290421	8147067.83	16904.0058
5.1	19280514	51407.6892	1234.7766
79.7	19280514	797912.1677	4173.2931
6.1	19230526	61895.4291	945.8664
5.6	19300527	56607.1341	1078.6678
122.4	19280906	1224142.932	5663.2314
1019.3	19230930	10193313.39	13042.5293
342.6	19300714	3426898.93	7031.0356
52	19280801	520221.5338	3717.2258
6.1	19300513	61681.7506	945.2719
6.7	19300513	67667.6795	1707.021
10.8	19300513	108372.4536	1342.9383
5.9	19300513	59037.5244	1051.1897
459.2	19270810	4592094.272	9635.5534
65.4	19270810	654251.3182	2926.9043
36.7	19230914	367126.8506	2607.4961
64.5	19220531	645720.7516	4407.283
9.1	19220531	91344.2621	1288.2051
49.6	19250726	496618.1052	2993.7543
51.3	19250726	513984.7305	3059.1169
109.2	19240807	1092192.681	4194.9359
7.9	19250802	79853.9291	1122.2302
159.4	19280918	1594907.494	5431.9893
33.5	19290601	335083.507	2127.9568
110.9	19290422	1109787.816	5407.5845
53.6	19250925	536868.0557	2861.3375
269.3	19220706	2693910.293	12102.6059
15.9	19220706	159523.076	1936.986
74.3	19190811	743580.1948	4957.93
81.2	19200718	812223.0195	3591.8071
706	19230415	7060366.092	16736.7094
848.7	19240713	8487430.696	12649.8454
121.9	19280517	1219301.225	6369.5757
36.8	19261101	368105.7595	2514.3314
86.5	19280519	865976.4718	5995.7077
56.4	19230425	564748.6813	4073.4203
1.7	19300814	17517.6286	537.6292
69.7	19300814	697522.0694	3947.7242
1.8	20070516	18794.7075	598.3331
8.5	19220615	85956.3447	1534.8752
1010.4	19240510	10104127.49	13553.2108
76.5	19260806	765866.364	5213.7167
54.1	19220527	541078.4008	3690.2809
31.8	19260815	318372.0974	2813.2321
1307.5	19240511	13075556.23	26522.2733
8.3	19230912	83285.8571	1263.8344
32.8	19280517	328731.2383	3369.7542
5.8	19280506	58333.2095	946.5629
85.6	19220717	856372.1088	4385.7356
93.3	19290424	933752.7869	4415.2767
52.1	19250508	521932.3453	3885.3175
121.3	19270810	1213294.403	5028.2671
87	19300510	870903.1885	4178.9898
121.9	19240428	1219380.304	5981.9588
473.5	19260510	4735599.129	18349.2568
96.6	19220531	966016.0997	4384.1836
164.7	19210519	1647884.695	5427.8527
198.9	19190418	1989055.903	10458.9134
60.8	19250508	608288.4793	3981.5282
52.7	19240629	527849.584	3769.2123
87.6	19180509	876990.8126	4242.3611
566.9	19240512	5669540.648	11441.3347
124.5	19230425	1245230.128	5441.7668
1148.7	19200713	11487274.07	21456.4314
41.8	19270820	418862.3351	2732.4614
43	19270822	430415.2198	3025.3056
41.5	19260809	415944.2758	3688.9818
52	19260812	520664.6079	4274.2999
133.7	19280903	1337947.444	5686.3543
602.5	19300804	6025560.478	11492.4349
120.9	19240607	1209591.177	4884.0473
162.2	20070516	1622272.113	6001.6076
28.1	19280802	281988.5675	2129.5258
117.9	19220602	1179906.514	5237.1757
42.2	19280819	422073.2075	2387.7346
0.4	19300807	4211.4857	260.8967
1.2	19300807	12402.8825	513.3956
1.2	19300807	12527.4288	423.842
822.2	19300623	8222790.415	16568.8975
0.7	19300623	7209.0051	323.7312
30.7	19240429	307077.5767	2352.8731
64.2	19280731	642783.2317	3506.8016
106.7	19270810	1067594.57	4427.9501
16	19240502	160679.8053	1698.3647
231	19250514	2310330.555	6806.4083
610.2	19190713	6102144.053	13669.2386
257.8	19290728	2578896.54	9691.7896
49.2	19210518	492415.4444	2794.4841
96.9	19240516	969472.2529	5664.4084
401	19220603	4010800.451	10317.7838
51.5	19200803	515638.9339	3569.9989
656.3	19260712	6563392.438	15695.7426
52.2	19200703	522625.6585	2870.8048
801.3	19220620	8013687.601	11618.0091
123.4	19200702	1234287.888	6594.7937
162.1	19290519	1621330.219	5221.429
14.9	19300811	149588.2015	1677.2137
30.5	19240725	305070.6743	2510.4833
123.3	19250728	1233535.329	4589.5306
690.7	19240802	6907441.228	13758.3301
38.9	19250819	389858.649	2418.7738
43.2	19300709	432655.2366	2772.218
22.5	19220605	225978.4588	2173.8105
12.1	19300710	121097.4392	1367.3477
48	19300719	480757.7947	3429.8941
8.6	19300710	86977.8728	1075.003
226.9	19220728	2269665.855	7846.5832
22.7	19300721	227034.2827	2092.1706
11.7	19230510	117556.6149	1401.6657
303.1	19250728	3031678.507	7155.0174
51.7	19220704	517604.2466	3344.2754
89.2	19240531	892403.1822	4024.7508
68.8	19200709	688054.9784	3623.2018
253.8	19200709	2538211.344	9009.074
62.8	19260808	628547.2403	3073.6851
439.4	19200809	4394597.411	9310.1899
280.2	19200712	2802628.463	7528.3688
19.2	19210510	192358.2558	1833.174
26	19240705	260742.3242	1926.3235
28.7	19200702	287204.0901	2800.031
645.9	19200725	6459367.684	11320.6391
1097.2	19220704	10972969.39	12998.4587
133.9	19240512	1339744.878	6651.3942
75.6	19240805	756544.2153	4617.8832
65.3	19240805	652995.8312	3222.9674
550.7	19250816	5507567.354	9883.0337
29.6	19300514	296102.1506	2526.2762
56.9	19250804	569910.2358	3241.2498
143.5	19250819	1435054.734	6998.7851
121	19210601	1210433.424	4770.802
49.6	19210601	496827.702	2981.7149
37.5	19250720	375200.6713	2238.3273
38.8	19300806	388132.8274	2715.784
77	19280909	770316.3312	4729.6908
2497.1	19220710	24971804.66	27078.7212
17.4	19210602	174262.1069	1832.0146
105.7	19240506	1057531.392	4469.7815
12.4	19250821	124255.7666	1352.9494
40.1	19230715	401867.2238	2615.8838
183.7	19250516	1837430.353	6798.4615
74.2	19250513	742829.5263	3882.7347
184.3	19190513	1843471.735	6428.6471
537.1	19250513	5371251.432	11471.3542
57.8	19270604	578354.7369	3591.5447
116	19210520	1160060.844	4745.7884
112.8	19300512	1128289.193	5235.8853
53	19300511	530587.2199	2646.7265
992.5	19200729	9925417.443	13300.1429
13	19291005	130931.3886	1346.0176
40.4	19200804	404200.8998	2976.1647
1313.8	19210729	13138249.82	18918.1755
427.5	19200729	4275221.483	9303.9527
22.4	19240808	224365.1109	1799.014
684.7	19260512	6847944.654	14980.3444
28.9	19240810	289743.5365	2020.0535
36.2	19300828	362742.8554	2739.2045
21.8	19220818	218361.0716	1965.5679
95.3	19250811	953428.2926	4035.193
162.9	19220722	1629709.506	4903.3444
26.8	19240727	268298.2136	2508.7626
38	19240802	380835.7001	2889.3613
56.4	19250811	564396.5369	2805.8832
21.7	19240726	217626.5061	2001.6881
30.6	19240727	306026.8346	3058.9879
52.8	19220725	528713.4165	4843.9079
165.1	19270602	1651340.019	5783.1039
37.9	19250819	379736.6922	2434.8524
368.7	19170721	3687044.381	11885.5132
81.5	19240513	815624.3242	4403.9977
51.5	19220521	515176.9049	3181.4284
67.6	19290519	676824.2806	3718.6412
39.6	19300516	396179.2706	2438.4942
224.7	19250510	2247229.809	8292.9716
5.8	19300515	58906.1706	907.1367
536.4	19210712	5364991.243	9919.1337
100.9	19240429	1009077.574	4542.3731
13958.4	19240725	139584505.3	51169.7109
549.8	19300807	5498587.267	9030.7043
93.7	19280510	937368.9638	4496.4791
566.6	19290519	5666049.005	9403.5279
16.4	19270601	164697.8181	1500.2918
499.1	19220817	4991398.527	9179.7901
152	19220817	1520229.369	5163.7205
27.5	20070516	275460.9134	2195.4158
71.8	19220829	718534.2696	3767.0344
25	19230607	250815.3007	2298.3496
10.8	19240513	108569.6038	1255.0556
40.1	19300514	401034.5393	4438.3507
6.1	19240808	61198.2363	925.6293
80.9	19270604	809088.8921	4202.1658
61.9	19250807	619639.3555	2893.5129
67.1	19240805	671958.9487	3526.4079
14.7	19240803	147888.7808	1543.8121
83.7	19220726	837893.5293	4097.9336
102.4	19220731	1024964.307	4085.7424
52	19290518	520109.188	3020.5608
187.6	19240808	1875998.056	7622.5302
1185.5	19200809	11854996.16	13762.7546
297.3	19250810	2973351.543	7566.5221
339.9	19200816	3399744.579	8498.4454
42.8	19240815	428850.1901	2472.6874
90.2	19260812	902427.2694	3941.3668
997.5	19270722	9975161.351	13023.5037
164.6	19290520	1646496.245	5542.763
160.3	19260710	1603862.218	5799.5787
490.1	19270805	4901684.662	13507.2465
56	19220613	560209.8797	5893.0679
74.3	19220610	743831.2774	3987.6017
540.4	19220529	5404335.877	13183.2432
63	19230508	630325.8503	3504.0935
352	19260512	3520753.349	12313.403
44	19220712	440005.9733	3473.9307
73.6	19220704	736078.7769	4368.5514
61.2	19220814	612901.6398	3257.9598
63.4	19260511	634695.4994	4321.7364
13.9	19260511	139570.8005	1430.7874
457.7	19240511	4577489.358	10140.4678
189	19240429	1890929.948	5804.1477
180.7	19250728	1807611.867	7558.4866
177.6	19190605	1776136.008	9225.8502
158.4	19210602	1584160.516	5617.7959
216.6	19280907	2166905.307	12392.9031
563	19240514	5630911.055	12132.0525
272	19280901	2720255.85	6395.8415
125.4	19240521	1254146.139	4662.7941
78.5	19240521	785364.7546	3779.8332
10.7	19231002	107498.5102	1397.5648
276.3	19300719	2763046.547	7565.2401
85.5	19280827	855894.1365	4066.0566
289.3	19230706	2893814.293	8004.0236
933.1	19220604	9331415.359	16149.4105
161.1	19220606	1611604.946	9357.3326
45.4	19280608	454677.3792	3479.5993
44.2	19240512	442579.3593	2780.0304
18.9	19240512	189851.3145	1931.0136
195.6	19240513	1956017.062	5545.968
65.8	19240514	658762.7545	5806.8725
57.1	19240516	571399.7667	3798.6938
27.2	19250524	271996.9816	2345.1924
5.2	19240514	52338.4112	1140.0143
35.9	19240517	359765.0634	2427.4726
300.5	19280621	3005480.719	7731.3093
55	19280906	550739.6906	3555.8394
29.6	19300808	296923.5991	2514.3319
43.3	19250728	433528.0642	3725.7835
91.3	19210603	913363.9828	3726.6127
17.1	19250504	171189.3734	1713.1885
844.7	19220603	8447267.439	23434.8424
30.9	19220607	309573.2356	2567.4548
541.1	19220624	5411792.958	11226.9801
215.7	19210520	2157253.353	6457.8677
38.5	19240706	385135.0661	2656.7746
51.9	19230731	519416.0241	3357.5413
165.8	19230726	1658067.991	5468.7953
118.8	19210801	1188183.48	4241.8114
52.1	19260702	521314.5615	3617.4956
473.7	19270802	4737103.636	9052.3375
5659.9	19270804	56599848.8	47341.2992
13.6	19270807	136179.1526	1391.028
30.5	19250519	305443.5134	2315.2722
321.9	19260711	3219783.237	7109.3739
47.7	19240521	477549.2006	2810.2904
808.1	19270803	8081546.191	18878.3164
14.5	19300703	145033.0531	1912.6246
56.6	19270914	566891.6818	3895.9253
20.3	19240502	203124.2116	1804.7865
25.9	19230715	259174.3678	1898.3688
931.6	19300828	9316218.378	17197.107
12.7	19250505	127331.1415	1372.0857
46.9	19250506	469443.2833	2954.5138
82.8	19280521	828902.8303	3702.7134
369.7	19300513	3697565.811	8147.0275
311.5	19240725	3115455.629	7483.3439
659.7	19250727	6597037.849	16856.3115
52.7	19280928	527680.8022	3436.905
30.8	19280721	308426.9658	3028.0896
5.2	19260715	52065.7298	875.963
351.8	19220616	3518227.31	8943.8532
347.2	19220614	3472644.123	10118.0144
27.9	19270812	279784.241	2572.8257
9.9	19240523	99167.7296	1292.9394
27.4	19280513	274941.3141	2148.6215
15.6	19240524	156229.5052	1578.1306
31.5	19240520	315073.7813	2607.2295
39.4	19300712	394369.5288	2428.9775
29.3	19220601	293437.0018	2337.8308
5.1	19230506	51722.4706	915.9111
14.1	19250628	141365.0432	1619.4002
52.3	19231003	523017.3679	4981.3011
24.9	19250622	249312.8704	2352.5515
49.9	19290521	499573.1724	3451.7419
32.8	19220626	328460.7913	2425.365
177.1	19220729	1771016.02	9650.6894
42.9	19220801	429348.3605	2636.3125
164.9	19220425	1649931.682	6422.0953
11.7	19240801	117142.8887	1302.6718
43.2	19290520	432751.445	4277.0059
65.3	19250820	653696.3726	3213.3216
105.6	19240805	1056115.376	4592.4147
30.3	19300827	303118.5863	2398.5188
14.1	19240725	141848.9135	1429.5597
286	19300907	2860401.118	6610.5637
1820.1	19250628	18201106.95	21059.9059
75.5	19280802	755839.9483	3762.7355
156	19300511	1560504.983	5955.1279
76.6	19250513	766349.5654	4726.3267
1599.3	19250513	15993228.16	16031.6502
123.8	19220626	1238871.633	7721.6538
105.3	19260512	1053294.168	5919.6135
11.8	19260512	118378.0699	2447.1949
17.5	19270801	175181.4606	1799.8123
4.7	19270801	47444.4996	1112.5769
172.5	19300711	1725080.384	7088.6016
14.7	19300711	147947.8729	1461.3228
15.7	19240629	157686.4696	1455.1595
26.3	19220731	263159.4154	2442.32
483.8	19220823	4838096.045	10672.4935
2	19230424	20008.266	518.9649
73.3	19220427	733242.9403	5743.8222
40.1	19230515	401537.5948	2480.3491
1159.1	19220629	11591804.17	13358.365
83.5	19220628	835397.5833	3887.3558
331.9	19220713	3319520.634	7330.2673
45.7	19220902	457195.8352	2750.7169
127	19300516	1270255.76	7724.4179
50.8	19290527	508640.4263	4464.6527
18.6	19220603	186080.7178	2106.2822
63.2	19210517	632676.5731	4572.6793
3006.3	19270812	30063774.47	52194.1848
32.2	19280901	322889.7237	2415.8815
100.2	19220528	1002705.742	4390.7583
8.6	19220624	86266.4329	1147.3593
