SIZE_HA	FIRE_DATE	FEAT_AREA	FEAT_LEN
74.7	19540714	747371.7051	3485.742
23	19540522	230812.2294	2382.4629
60.9	19540622	609079.1876	3817.4252
48.5	19540708	485317.7007	3515.0956
108.6	19540608	1086019.962	4555.4743
122.9	19530707	1229129.266	6604.1066
55.2	19530801	552379.2678	3087.532
1887	19520723	18870944.1	24607.3027
330.6	19520801	3306252.7	9168.9277
61.3	19520801	613163.3751	4748.2963
113.3	19520801	1133201.984	3879.6106
45	19520527	450625.9718	3085.8339
126.2	19520512	1262701.655	4949.3068
171	19520506	1710629.796	7666.989
575	19520525	5750338.932	9966.9966
44.1	19510507	441852.438	3196.1706
88.9	19510617	889534.6638	4218.1801
197.9	19510607	1979305.359	6099.2983
83.4	19510916	834064.7216	4035.6618
59.8	19510727	598949.4632	3023.3657
83.7	19510418	837496.2785	4332.9308
29.9	19510728	299853.9976	2279.0101
26.5	19510423	265727.1278	2763.7637
46.6	19510712	466725.5968	3796.404
176.2	19510503	1762222.929	8329.0979
221.6	19500629	2216164.696	5877.8043
31	19500917	310440.6868	2096.2789
97.4	19500602	974974.0704	4114.9541
550.4	19500509	5504719.112	14443.5524
316.5	19500611	3165254.414	8162.9178
510.5	19500619	5105059.843	9645.904
45	19500516	450494.0727	2643.9787
263.4	19500619	2634270.063	7731.3375
37.3	19500731	373565.8631	2779.0881
1754.2	19500612	17542604.94	25709.8489
70.6	19530819	706905.6749	3354.7361
856.3	19530712	8563831.982	14466.4015
70.4	19530819	704941.1093	3522.949
46.3	19530815	463049.8351	2701.2192
83.5	19530816	835566.2072	3998.6801
73.3	19530815	733813.4301	3751.1918
26.1	19530502	261576.4564	2160.5547
32.2	19530505	322427.411	2303.0478
46.2	19530812	462693.8955	3104.9687
59	19530501	590485.8385	4542.2898
248.9	19530510	2489728.857	7787.9289
42.2	19530524	422585.2864	3399.8265
195.5	19530511	1955080.222	6184.0843
46.3	19530510	463639.0331	2714.9915
73.9	19520514	739295.4003	3804.476
70	19520513	700664.5947	3397.2451
889.5	19520508	8895290.219	13694.6858
64.8	19520509	648007.6577	3619.4954
66.7	19520501	667124.8626	3361.3832
39.6	19520515	396768.0135	2692.7591
62.5	19520514	625964.3172	4214.3217
161.4	19520515	1614856.605	7367.8834
38.1	19520510	381669.1913	3583.4979
292.1	19520710	2921875.426	9116.3228
973	19520922	9730907.907	16299.7639
149.8	19510801	1498312.322	7399.2718
359.6	19510915	3596084.303	11646.2315
705.4	19510416	7054653.239	11589.4282
55.8	19510430	558342.4651	3036.1225
82	19510428	820285.493	6538.3629
47.1	19510620	471721.6185	3071.8089
67.9	19510427	679608.4311	3312.2433
70.5	19510619	705850.5534	4288.6069
31.1	19510625	311309.7335	2585.0913
49.8	19510421	498417.8357	4361.593
6311.9	19500922	63119549.85	33617.2545
844.6	19500607	8446824.101	15739.1656
42.2	19500623	422571.0929	2946.0488
2654.8	19500614	26548561.56	36463.5509
668.1	19500618	6681411.278	17331.7734
89.1	19530512	891990.1048	3494.3288
26.5	19530711	265394.4959	2156.8889
134.5	19530707	1345801.04	4807.5904
151.3	19530505	1513805.315	5379.0939
121.8	19530513	1218672.392	5634.4349
172	19530523	1720216.688	6260.0674
106.1	19530501	1061279.554	5264.5744
24.8	19530510	248529.4821	2226.6526
1272.3	19530505	12723509.99	25482.7538
696.9	19520922	6969526.824	17712.3268
238.7	19520920	2387484.767	6273.198
131.2	19520515	1312553.211	4840.3369
30.9	19520525	309568.8729	2639.1461
34.3	19520506	343149.0641	3584.0808
17829.5	19520401	178295092.7	72026.2744
322.7	19520429	3227957.5	8604.9448
60.7	19510613	607200.4486	2968.9892
19.6	19510713	196493.248	1966.1424
25	19510421	250845.4955	2128.0919
87.1	19510520	871761.4262	3604.4273
105	19510624	1050685.533	4868.9687
547	19510724	5470826.43	10069.0155
34.4	19510831	344558.6381	2286.525
17.2	19510831	172067.1508	1818.7287
235.8	19510727	2358957.538	6350.7562
303.9	19510917	3039721.839	9813.6456
110.5	19510722	1105242.98	5239.8029
40.2	19510805	402256.0366	2364.4632
23.8	19510811	238355.8426	1823.6611
211.4	19510810	2114183.107	6122.7344
69.5	19510901	695248.0658	3122.6025
1498.1	19500505	14981343.06	17826.8556
20.8	19500930	208965.9311	2386.4298
47.3	19500917	473016.9809	2763.2893
53.5	19500910	535840.415	3229.5369
86.2	19500618	862142.3379	3839.206
63.7	19500920	637651.4032	3406.8069
339.9	19500920	3399569.051	7459.6444
64.5	19500924	645111.5277	3488.9518
134.2	19500610	1342043.084	6807.8332
237	19530527	2370476.632	6429.646
382.2	19530520	3822261.026	11106.9361
18463.9	19530501	184639501	121337.0139
39.9	19530716	399374.0952	2843.7761
75.9	19530716	759961.3441	3463.7007
89.7	19530519	897653.7339	3941.266
225.9	19530512	2259194.54	8870.5985
1147.2	19530707	11472760.39	23082.4117
25.5	19530819	255357.1989	1944.3972
77	19530612	770640.5664	4003.265
1703.6	19520508	17036526.28	27588.1421
969.5	19520523	9695509.612	16306.1943
47.7	19520528	477406.3948	2920.6434
53.8	19520505	538465.4694	2852.7718
41.5	19520925	415545.3392	2883.6282
42.4	19520711	424785.8829	2633.6181
21.2	19521012	212223.5301	2024.0421
55.1	19510920	551332.7856	3504.2963
55.5	19510709	555149.6506	3694.9981
145.1	19510625	1451338.975	5866.2545
138.7	19510906	1387024.063	5279.1078
197.8	19510609	1978326.792	6581.6671
19.6	19510609	196204.5998	2108.2029
237.5	19510902	2375447.428	6139.2062
53.1	19510802	531125.3925	3260.2454
18.6	19510802	186081.6977	1901.0896
16.8	19510725	168892.7943	1644.4118
3253.3	19510804	32533016.66	34655.6657
8098.4	19500604	80984752.1	47318.664
464.3	19500903	4643831.595	15487.0252
31.8	20070516	318512.0211	2223.4511
151.9	19500602	1519925.188	5153.3743
2600.1	19500602	26001597.61	21326.9
226.7	19500610	2267708.519	6686.13
52.2	19530415	522807.1798	2782.3986
2349.8	19520624	23498990.8	28382.8866
190.7	19520707	1907807.244	7842.5882
532.4	19520601	5324126.951	11706.9396
391.9	19520813	3919227.113	10419.5612
67.8	19521004	678989.6178	3547.5983
20.6	19521019	206695.2869	2177.4984
189	19520818	1890455.731	7244.7547
377.1	19510615	3771392.566	11300.9657
617.8	19510807	6178000.541	14853.1015
359.2	19510715	3592272.631	9054.9419
435.6	19510901	4356919.558	13560.16
630.4	19510801	6304968.198	12174.7577
235.8	19510728	2358726.237	6684.1173
59.8	19510808	598024.5135	2971.4301
67.3	19510730	673893.1286	4032.2634
77.7	19510805	777533.3503	4039.4749
127.6	19510805	1276888.454	5838.3965
9558.5	19510621	95585396.8	49640.9155
153.7	19510413	1537516.729	5650.1675
130.6	19510415	1306199.968	5098.9816
2374.7	19510727	23747299.16	26156.7997
120108.8	19500601	1201088273	170680.0598
5566.7	19500920	55667212.66	37094.9145
581.2	19500920	5812989.379	18950.6984
6.6	19500916	66276.2794	958.6913
89.2	19520810	892770.5109	4077.647
46.2	19520805	462397.3246	3090.6584
179.9	19520928	1799381.886	7575.8386
21.1	19520805	211293.7021	1876.5202
36.8	19520728	368701.0203	2731.1784
61	19521003	610836.9134	3503.8781
692.8	19521001	6928318.512	14199.7337
36.9	19521019	369158.4189	2590.4311
128.5	19520805	1285234.833	5781.9308
116	19520806	1160662.807	4274.71
303.3	19510810	3033243.873	9374.0993
2587.9	19510803	25879937.46	32798.337
281.6	19510818	2816697.431	8351.3654
44.8	19510412	448748.3659	2801.6683
601.9	19510811	6019560.699	12915.4316
312.3	19510731	3123002.004	8424.3517
894.9	19510719	8949589.477	13256.715
190.8	19510802	1908009.922	6154.1258
286	19510506	2860975.15	7026.1288
6013.5	19510903	60135468.3	33998.7098
12446.7	19510515	124467321.3	63624.0858
44271.5	19510520	442715432.9	144531.983
48.7	19500916	487099.5345	2922.7221
5.8	19500916	58602.3265	872.0445
23.1	19500916	231830.0933	2140.812
33.4	19500618	334830.3775	2515.2748
433.1	19500908	4331122.855	8586.8031
931.6	20070516	9316290.727	13700.9073
44	20070516	440292.2728	3622.5108
11.6	20070516	116340.762	1282.2239
235.6	20070516	2356634.011	6966.5829
10.4	20070516	104511.3963	1449.7459
540.6	19520812	5406394.011	12007.9155
70.1	19520716	701649.2118	3609.9015
47.9	19520812	479695.0374	3032.4163
262.2	19521013	2622387.422	14275.1696
33.8	19521011	338711.7563	2471.6298
230.4	19520806	2304204.958	5595.2024
230.4	19520731	2304456.791	7487.0028
976.7	19510723	9767212.101	17222.0529
1088.1	19510723	10881657.59	20940.0714
96.7	19510727	967186.5322	4410.807
24.2	19510812	242086.5324	2726.5673
53.2	19510820	532299.9092	3183.2218
84.5	19510301	845879.1483	3511.7935
517.3	19510802	5173222.09	11457.8758
27.8	19510420	278020.9761	2254.5591
46.8	19510821	468991.2309	2672.9466
1309.5	19510701	13095194.21	23760.6429
947.4	19510819	9474100.348	13398.6851
26	19510908	260740.27	2116.0195
23.6	19510727	236310.3414	2588.1305
139.5	19510614	1395315.644	6873.3321
650.2	19510717	6502824.59	12525.6752
85.4	19510416	854382.4154	3794.0737
87.9	19510723	879114.0334	4365.1908
260.6	19850703	2606572.343	7576.492
331.7	19850703	3317809.726	7594.5892
20.3	19850703	203260.0116	1721.3868
2347.7	19850730	23477271.88	21686.9883
287.4	19850705	2874787.633	8600.4466
707.1	19850721	7071088.452	10479.0755
3216.3	19850716	32163070.55	25387.3169
392.3	19850716	3923213.356	8181.0935
13.6	19500512	136418.5388	1369.3387
14.9	19500604	149857.8534	1433.1281
53.5	19860601	535412.8803	2997.8663
81.7	19860803	817140.0444	4021.4997
27.6	19860810	276551.3671	2076.928
20.3	19860905	203707.6964	1839.5125
15.5	19861020	155237.446	2077.4542
37.5	19860909	375526.1716	2977.4941
22.8	19860820	228928.3793	2019.5656
15.8	19860625	158609.7432	1975.703
39.9	19860612	399409.5156	2656.6996
32.8	19861007	328800.9133	2652.4847
15.1	19860602	151989.9864	1730.0954
38.7	19861015	387753.6715	3372.7014
31.1	19860610	311466.4093	3133.4461
81	19861013	810766.7067	5766.383
27.8	19850805	278721.2836	2162.7948
42.7	19850923	427891.5498	2730.6677
37.7	19850924	377648.0765	2660.0407
217.3	19850926	2173984.206	8690.5186
42.4	19850501	424408.1406	4388.9728
536.6	19850730	5366244.234	14211.8658
76.3	19850626	763006.2934	3584.9659
31.3	19850708	313208.9085	2578.2858
92.5	19850516	925871.101	3637.5276
56.2	19850502	562202.7253	3389.4319
34.3	19850731	343753.2584	3226.8162
13.3	19850801	133811.3556	1556.1816
33.4	19850801	334148.0757	2613.4605
12.4	19500613	124128.6983	1306.2017
12.4	19500614	124869.0459	1308.6251
19.8	19500720	198658.5036	1652.1718
12.5	19500301	125005.9121	1309.0734
17	19500829	170989.2375	1533.8294
22.4	19500911	224764.818	1756.069
12.5	19500919	125551.9963	1310.8595
12.4	19500920	124485.4609	1307.3699
17.4	19500914	174748.3838	1548.4031
141.5	19500523	1415378.71	4506.3941
27.1	19500920	271187.1732	1966.67
12.9	19500527	129730.7866	1324.5177
15.3	19500604	153657.0439	1444.4754
12.8	19500601	128312.9891	1319.8851
12.6	19500610	126693.9864	1314.5941
24.4	19500617	244839.5415	1821.985
40.8	19500627	408654.8839	2357.9277
62.4	19500725	624936.7962	2917.8169
99.9	19860507	999606.7546	6092.4628
225.5	19860526	2255043.152	7047.6053
6.7	19861020	67439.6857	1020.4834
50.6	19860920	506239.4418	3284.0343
79.7	19860601	797422.5055	5928.9245
21.5	19860808	215114.2712	1920.5909
6.3	19860818	63419.0241	1003.0194
19.6	19861020	196930.5499	1752.9157
95.4	19860529	954854.1916	4840.6189
21.3	19860919	213269.2647	2011.2608
2.9	19861023	29732.877	746.471
54.2	19860528	542945.002	3960.6138
133.8	19860905	1338897.119	6095.5201
32.8	19861023	328769.8322	2320.8205
66.3	19861023	663603.6152	3014.4375
25.3	19850522	253631.5869	2285.2292
21	19850709	210361.6114	1778.8819
103.3	19850718	1033035.665	4138.9467
83.6	19850704	836373.3276	4298.946
114.3	19850620	1143647.1	4782.8608
139.2	19850920	1392582.135	7040.9502
61.5	19850920	615400.5619	3331.6728
360.2	19850920	3602467.21	11449.9624
129.6	19850704	1296545.236	6000.944
20.1	19850709	201707.2223	2129.6458
25.4	19850930	254474.3848	2084.5376
62.1	19850930	621143.2669	3318.0498
10.1	19850518	101212.3778	1533.0814
57.6	19850521	576758.4046	2991.1767
23.7	19500801	237533.4264	1794.1213
25.5	19500815	255172.4048	1863.2407
20.4	19500903	204011.5105	1666.0173
12.8	19500914	128313.0388	1319.8853
20.8	19500923	208588.7514	1687.1837
20.8	19500724	208291.9175	1677.0782
15.1	19500919	151144.8401	1428.1943
13.2	19500604	132767.9352	1334.4487
15	19510612	150152.4376	1434.0083
14.7	19510701	147685.8508	1426.6293
12.4	19510801	124320.8821	1306.8313
371	19510820	3710982.43	7148.8929
12.5	19510903	125993.9764	1322.0008
12.6	19510609	126178.3124	1312.9079
11.8	19510918	118612.2219	1288.0679
204.4	19510714	2044537.381	5274.1155
18.6	19510701	186357.769	1600.204
18.4	19510425	184166.1438	1574.4129
23	19860814	230896.0355	4684.5346
77.8	19860828	778919.6546	3933.8639
16.7	19861015	167026.2933	1789.5855
26.3	19860815	263848.1644	2162.2036
7.7	19860909	77039.5625	1439.9816
28.4	19861013	284584.8861	2512.4432
91.9	19860828	919411.0329	5996.7038
27.5	19860814	275467.8667	3122.3104
407.5	19860814	4075305.261	8929.689
55.7	19860601	557522.8602	3684.7218
17	19860807	170020.4523	2057.6342
65.3	19860510	653748.4889	3253.6307
50.8	19860820	508887.9812	2791.4406
99.7	19850518	997179.6291	4908.5157
53.1	19850518	531901.6112	4471.958
33.2	19850825	332201.1906	2233.9784
31.1	19850910	311747.0523	2663.2178
121	19850618	1210395.038	5837.1065
191.2	19850826	1912954.62	8072.5595
66.5	19851002	665738.6282	4722.1214
104.4	19850709	1044741.368	4659.6728
84	19850710	840568.7012	3894.5589
69.1	19850517	691789.8459	4178.2365
46.7	19850519	467201.0545	2620.6747
142.2	19850618	1422581.203	6074.0986
12.7	19510812	127586.301	1317.5106
11.7	19510606	117678.2599	1284.9797
18.9	19510630	189425.4334	1658.4089
109.6	19510804	1096744.76	3847.6079
52.1	19510817	521696.8567	2654.1552
606.7	19520809	6067094.936	9146.2527
22.7	19520526	227370.7774	1762.4195
23.8	19520502	238778.6102	1842.7706
45.5	19520509	455015.9612	2544.4712
23.6	19560516	236941.9994	1820.9436
22.5	19560518	225749.1199	1776.5849
16.5	19560907	165194.2894	1491.2743
12.5	19570507	125415.6941	1310.4137
12.4	19570530	124128.5322	1306.201
12.5	19571001	125415.6951	1310.4137
24	19570507	240823.5788	1829.9943
12.7	19570601	127074.5955	1339.9518
13.1	19570705	131796.8508	1331.2716
6.3	19860828	63562.7698	1045.756
167.9	19860809	1679084.527	5824.919
59.8	19860811	598029.7966	3724.2677
49.2	19860528	492682.2889	3693.8348
21.7	19860607	217146.5012	2012.6889
42.1	19860530	421805.7897	2661.4768
69.3	19860420	693761.0461	4494.8683
171.1	19860613	1711120.085	6516.2855
101.2	19860613	1012915.586	4971.3407
69.1	19860620	691507.5311	4589.5409
160.9	19860613	1609115.315	7514.7708
18	19860827	180022.6493	2249.3218
101.5	19850617	1015686.192	4828.07
532.6	19850524	5326335.061	19952.1614
241.9	19850516	2419006.866	7167.1999
91.5	19850516	915228.3216	4137.6061
93.8	19850603	938945.8526	6003.4895
39	19850618	390058.664	2378.8693
119.9	19850520	1199185.234	4953.6823
23.2	19850517	232618.2294	2472.0661
80.5	19850522	805012.229	3392.2992
20.7	19520801	207493.029	1709.8854
22.8	19520528	228006.9461	1763.969
15	19520805	150773.0201	1435.8632
40.8	19520905	408654.8161	2357.9271
13.3	19520805	133336.9698	1354.9801
51.2	19520921	512163.5316	2638.5886
12.5	19520925	125606.6491	1311.0385
108.5	19520401	1085494.711	3885.2065
77.8	19520809	778548.606	3245.5751
13.2	19570713	132243.6941	1332.7335
11.7	19570507	117508.0209	1284.4159
13	19570924	130554.9543	1327.2113
29.1	19580526	291855.7721	2010.9042
83.5	19580822	835926.4534	3396.5763
13.3	19580525	133591.7095	1360.4948
51.3	19580619	513305.0195	2666.8281
12.6	19580521	126531.1302	1314.0611
38.1	19580524	381197.4202	2279.742
2191.3	19860607	21913978.09	35902.1956
1715.2	19860820	17152471.94	22867.8416
279.3	19850517	2793911.967	7743.0543
72.8	19850521	728033.5706	3671.6915
84.3	19850521	843864.8843	4296.9114
42.4	19850530	424362.3694	2537.54
108.7	19850521	1087455.642	3981.2525
70.3	19850611	703662.0664	3185.581
162.3	19850618	1623495.141	6449.7136
295.7	19850521	2957504.148	7470.1805
18.1	19850521	181568.5887	1723.8274
0.9	19850801	9528.8563	404.2556
55.8	19850515	558775.6226	3751.8177
12.3	19530705	123550.7242	1304.3084
13	19530401	130293.9449	1350.1333
11.6	19530530	116968.1211	1282.6269
47.8	19530711	478002.7583	2541.0414
14.7	19540708	147884.0859	1427.2231
11.1	19540506	111669.8645	1264.917
13	19540411	130209.8796	1326.0837
12.4	19550906	124320.8842	1306.8309
34.3	19550610	343112.7026	2184.6274
418.6	19580522	4186598.826	7582.6996
36.9	19580623	369439.0394	2257.5409
25	19580717	250339.9574	1852.0683
44.4	19580823	444625.8266	2462.1134
89.9	19580524	899876.1031	3505.8924
12.6	19580707	126815.5727	1334.3145
18.6	19580713	186258.4825	1619.8738
11.9	19580714	119457.6439	1290.8577
288.4	19580812	2884739.304	6332.7878
292.9	19860814	2929060.218	12573.9302
2488.6	19860801	24886838.7	24383.5745
650.4	19860818	6504549.139	11526.2714
472.1	19861014	4721679.624	11834.2354
94.2	19850517	942778.7388	3761.1828
22220.1	19850521	222201583.2	107183.2774
2197.1	19850521	21971926.48	35558.9267
39840.7	19850612	398407719	200444.8811
7684.9	19850516	76849670.57	40786.0696
156.1	19850530	1561349.646	5225.4524
12.9	19550903	129730.9585	1324.5183
25.3	19550830	253929.6252	1860.3688
21.3	19550430	213798.8099	1698.6086
186.3	19560521	1863763.15	5062.0216
332.4	19560519	3324952.921	6772.6236
12.3	19560523	123357.6761	1303.6756
247.4	19560529	2474684.978	5837.3744
14.7	19560523	147685.7935	1426.6296
130.5	19560918	1305194.104	4235.5683
16.7	19870724	167698.111	1773.5163
91.6	19870724	916630.5519	3928.0658
296.1	19871003	2961039.993	7187.7754
65.8	19870902	658128.3793	3378.9288
137	19870713	1370675.724	6862.4863
96.8	19870521	968043.6976	3913.072
175.6	19871001	1756168.068	6671.5743
50.3	19870722	503988.8413	3428.3987
349.4	19870717	3494307.081	8865.9491
43.8	19871027	438555.5343	3850.1474
72.7	19870918	727884.6485	3934.1791
148.9	19860908	1489314.971	6168.6205
297.4	19860907	2974416.05	8580.89
357.5	19861007	3575828.212	9653.2884
418.1	19860905	4181402.756	8284.1651
550.1	19860818	5501745.579	16028.8795
234.3	19850521	2343326.362	6685.9554
266.2	19850530	2662154.913	9189.4927
2168.1	19850611	21681185.77	32238.7616
1665.9	19850715	16659435.54	23590.858
968.9	19850619	9689727.689	16878.0612
224.4	19850709	2244180.855	8719.9705
158.5	19870514	1585032.353	6002.107
38.9	19870616	389188.6578	2923.4203
115.9	19870508	1159978.639	5316.3597
79.4	19871024	794405.8967	4073.1091
121.1	19870507	1211646.971	5781.3404
10.7	19870523	107854.5484	1297.2996
39.5	19870427	395236.0913	2820.864
21.1	19870427	211659.947	1946.1269
180.7	19870907	1807257.132	6176.2168
11.6	19870919	116125.7421	2366.553
116.8	19870701	1168166.467	6722.3535
734.1	19860531	7341752.79	15211.4134
883.7	19860814	8837721.676	17754.2947
503.6	19860907	5036118.072	10853.2785
389.3	19850611	3893255.833	12828.0051
3532	19850517	35320116.5	35793.1466
783.7	19850517	7837798.082	18025.0465
139.7	19850701	1397074.242	4717.9025
69	19850801	690826.2992	4304.8944
399.4	19850710	3993995.105	9980.4997
159.3	19850629	1593043.227	7873.0491
450.9	19850703	4509956.698	9856.606
120.1	19870701	1201557.425	4730.1648
18.8	19871013	188413.1854	2673.901
9.9	19870616	99350.6775	1457.3189
105.6	19870901	1056929.432	6337.0267
51	19870921	510423.484	3161.6939
41.6	19871023	416325.902	2765.6751
69.2	19870831	692017.7869	4767.5165
22.8	19870914	228509.884	1769.7728
148.5	19870907	1485567.53	7087.6746
61.7	19871001	617038.7354	3545.7369
28.5	19870701	285864.7511	3030.2604
11.6	19850517	116752.3513	1823.5882
19.9	19850531	199533.8902	4742.1732
1.3	19850531	13621.5984	511.4903
69	19850801	690113.1628	3794.6559
24	19850730	240521.765	1867.0575
252.7	19850518	2527222.555	11202.6445
11.1	19850730	111838.4969	2013.0219
8695.2	19850616	86952186.15	40565.7146
9.9	19850603	99063.3517	1289.3509
328.6	19850603	3286725.864	8026.1726
32.8	19850603	328300.4139	2692.4053
448	19850516	4480454.414	11317.6869
1548.2	19850519	15482551.06	17651.1927
274.2	19850715	2742791.45	8707.4485
312.5	19850629	3125637.71	9060.3341
696.5	19850814	6965615.097	14855.4907
242.4	19850819	2424568.279	6444.2399
4.8	19870908	48110.7931	819.4949
50.2	19870701	502803.292	2758.7244
16.4	19871010	164209.4793	2331.3975
60.7	19871012	607128.724	4022.8035
26.4	19871012	264419.4675	3744.3088
35.6	19871012	356142.7619	5062.6406
63.2	19870911	632922.4922	4595.8938
51.9	19870825	519168.514	3856.4472
155.2	19870914	1552351.839	9142.0181
45.4	19870427	454848.469	3423.6656
71.1	19870427	711561.2535	4219.2998
164.5	19870507	1645347.849	6062.9445
26.8	19870527	268927.7434	2318.3896
38.4	19850705	384390.4679	4063.9337
80.8	19850801	808028.9287	3439.2183
215.4	19850709	2154361.694	6451.7925
10.8	19850703	108966.4113	1367.6005
56.6	19850828	566935.6984	4013.2796
180.1	19850820	1801006.858	5879.0936
33.4	19850730	334568.7798	2432.7756
53.5	19850827	535760.8366	2832.3329
88.3	19850616	883401.834	4589.3753
1639	19850511	16390844.21	20517.0306
396.1	19850517	3961087.33	9006.0869
776.2	19850517	7762144.324	13116.065
2614.4	19850630	26144180.66	28224.6963
83.1	19850629	831500.7935	4735.6268
104	19850709	1040011.388	4463.2793
263.6	19850709	2636271.639	6040.7146
66.3	19871011	663076.106	3131.0262
70.3	19871011	703702.3161	7276.7009
129.1	19870507	1291620.151	4784.8429
51.1	19870917	511135.4717	2793.2153
307.4	19870710	3074389.703	12222.7721
49.1	19870422	491409.2765	4050.6109
18.4	19870509	184238.0039	1782.1667
67.5	19870629	675634.0031	3721.0046
180.9	19870917	1809430.083	5482.8769
49.9	19870522	499902.2255	2767.3526
72.1	19850831	721385.3134	3650.4558
34.5	19850717	345032.3102	2355.1552
15.9	19850720	159120.436	1634.95
574.5	19850716	5745074.814	9794.2077
78	19850723	780791.1022	3387.5518
140.8	19850730	1408501.525	5249.3002
27.1	19850708	271155.3812	2177.6695
43.4	19850409	434510.7731	2876.7673
83.6	19850710	836632.9147	4436.0003
69.9	19850710	699239.8198	3329.0839
20.2	19850701	202362.1584	2828.0957
87.3	19850709	873669.1724	6094.6497
2146.1	19850517	21461966.19	24415.4812
43.9	19850517	439948.2453	2676.1793
377.6	19850709	3776921.191	7436.6517
545.4	19850709	5454039.748	11488.484
378.1	19850709	3781456.153	8677.5767
4210.5	19850710	42105154.84	37558.5303
177	19871013	1770076.874	7474.9029
29.3	19870701	293008.551	2164.4063
134.1	19860812	1341506.111	7807.9727
4.8	19860808	48222.4806	2043.2274
31.1	19860808	311031.8693	3668.2084
37.2	19850704	372389.0388	2397.9272
22.5	19850709	225369.4417	1959.1847
40.1	19850709	401889.9529	3017.838
61.1	19850629	611247.6359	3781.9909
64.3	19850723	643507.4927	3955.6207
95.6	19850722	956845.9428	4413.0825
78.5	19850709	785124.595	4410.8961
45.2	19850715	452292.1334	2695.0496
36.1	19850709	361209.2285	3064.0583
89.2	19850709	892553.4817	4000.4245
115.1	19850709	1151854.89	5036.6594
1398.2	19850519	13982922.42	22260.0674
7875.2	19850710	78752202.66	68607.9889
337.5	19850705	3375380.217	8723.9022
144.4	19850716	1444249.93	6694.6319
1645.6	19850629	16456547.88	21718.3121
500.5	19850719	5005014.386	13271.7103
117.8	19850629	1178911.656	5260.2803
15538.4	19850704	155384940.5	84410.8
3.6	19860808	36726.0735	1010.1593
4.6	19860808	46429.3655	2200.7183
5.2	19860808	52753.1517	1390.4327
4.7	19860808	47094.0108	1450.1398
13.9	19850629	139055.587	1376.0693
25.8	19850709	258643.432	2005.9949
8.6	19850414	86139.7281	1170.6304
22.1	19850716	221128.5903	2255.4103
69.9	19850709	699713.1474	3882.1377
78.5	19850716	785902.34	4508.9246
30.3	19850629	303123.0171	2057.9564
19.8	19850704	198429.5385	1841.252
26.3	19850629	263845.78	2009.6285
10.8	19850703	108946.3429	1697.7131
78.7	19850629	787548.1184	4402.8783
69	19850801	690845.0099	3815.8589
41.6	19850629	416981.8446	2947.2789
12.1	19850629	121642.1158	1349.938
46	19850629	460057.041	2633.873
506.2	19850519	5062696.764	11109.3577
268.7	19850609	2687823.111	8681.4598
91.2	19850729	912225.7075	3564.1915
2511.6	19850702	25116763.15	38630.2024
18037.8	19850629	180378990.5	109097.3356
1477.1	19850703	14771668.11	25333.5407
1038.4	19850709	10384004.79	12913.0491
86.1	19860807	861692.0029	5789.7968
24.7	19860921	247851.2023	2145.5819
1.2	19860814	12034.6454	549.1336
10.8	19860828	108478.3301	1504.1549
24.6	19860828	246082.9687	2913.4232
70.8	19850829	708133.637	4046.7902
34	19850801	340683.3646	2895.6052
22	19850926	220359.061	2036.8344
166	19850927	1660260.099	7567.4343
86.8	19850926	868246.0758	4647.4467
13.5	19850926	135285.3223	1457.2874
128.7	19850927	1287546.516	5067.237
168.5	19850924	1685068.279	6674.1579
112.9	19851007	1129832.72	5018.8023
59.8	19850923	598097.2835	3320.2648
1176.4	19850704	11764772.69	28056.165
338.3	19850603	3383379.006	8750.0625
294.1	19850704	2941294.647	10211.6455
263.3	19850708	2633518.774	7151.0249
6457.5	19850704	64575906.24	52872.8107
465.4	19850730	4654224.955	10469.4778
293.7	19850709	2937400.944	8409.3981
751.1	19850710	7511459.404	15222.3291
217	19850629	2170641.969	6807.1072
3515.5	19850716	35155770.98	44630.1182
227.3	19850629	2273387.675	6715.1735
41.8	19861022	418310.5052	3464.1295
19	19860827	190576.6862	3049.8266
2	19860706	20070.1713	589.5533
15.9	19861016	159483.0041	3267.9728
148.7	19850930	1487001.479	5877.8201
22.9	19850719	229166.8699	2039.0336
135.8	19850730	1358331.287	5979.1671
32.6	19850720	326300.506	2341.6388
44.4	19850731	444937.172	2568.2682
84.2	19850730	842480.4524	3717.1843
46.7	19850709	467848.4762	2528.91
44.4	19850730	444822.7313	2661.5177
76.1	19850617	761438.2754	3754.205
30.1	19850730	301167.8592	2357.6947
799.5	19850715	7995070.221	12647.5111
40.2	19850722	402811.0145	2567.6341
30.6	19850730	306077.4074	2325.55
198.8	19850704	1988608.325	6188.6573
332.8	19850629	3328685.831	7969.8317
838.4	19850602	8384397.818	17931.3779
4087.9	19850630	40879061.25	37794.5306
2045.4	19850730	20454840.02	35999.4282
871.2	19850716	8712525.392	14538.2035
574.3	19850629	5743679.348	15582.6389
2476.7	19850629	24767450.78	33639.9026
18.3	19861016	183590.8619	3350.0699
1.8	19861016	18222.454	791.2269
32.3	19860906	323198.5903	3248.5885
85.2	19860505	852508.1901	3653.1759
21.9	19860604	219348.2955	1942.8321
34.8	19860603	348784.2731	2721.9355
12.6	19860620	126587.0128	1382.6072
70.6	19861021	706656.8888	3392.0946
11.7	19861022	117507.923	1541.1161
35.8	19881003	358840.7122	3782.8065
110	19880904	1100900.557	7330.2349
5.9	19881008	59882.6808	1683.5162
